"","retention","school_MS","sex_M","age","address_U","famsize_LE3","Mjob_health","Mjob_other","Mjob_services","Mjob_teacher","Pstatus_T","Medu","Fedu","internet_yes","schoolsup_yes","famsup_yes","paid_yes","activities_yes","romantic_yes","traveltime","studytime","failures","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"411",1,0,0,17,1,0,0,0,1,0,1,2,2,1,0,1,0,1,0,1,2,0,4,3,4,1,3,4,0,13,17,17
"412",1,0,1,17,1,1,1,0,0,0,0,4,4,1,0,1,0,0,0,1,3,0,4,4,2,1,2,4,2,12,15,15
"413",0,0,0,18,1,1,0,0,0,1,1,4,2,1,0,1,0,1,0,1,2,0,4,2,2,1,1,3,0,14,17,17
"414",1,0,1,21,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,2,2,2,5,3,3,5,2,4,21,9,10,10
"415",1,0,0,20,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2,3,0,3,2,2,1,3,3,8,11,15,15
"416",1,0,0,19,1,0,0,0,0,1,1,4,4,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,9,10,11
"417",1,0,1,17,1,1,0,1,0,0,0,3,2,1,0,1,0,0,0,1,2,0,4,4,4,1,2,5,10,16,18,18
"418",1,0,0,18,1,0,0,0,0,0,1,3,2,1,0,1,0,0,1,1,3,0,4,3,4,1,2,2,5,14,17,17
"419",1,0,1,18,0,0,0,1,0,0,1,2,3,1,0,0,0,0,0,1,1,0,3,1,3,4,5,4,13,13,14,14
"420",1,0,1,19,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,1,1,0,5,3,4,1,4,4,10,7,11,11
"421",1,0,0,18,1,1,0,0,1,0,0,2,2,1,0,1,0,0,0,2,2,0,4,1,4,1,3,4,10,14,17,17
"422",1,0,0,20,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,2,1,1,5,3,1,1,1,5,5,8,10,10
"423",0,0,0,18,1,0,0,0,1,0,1,3,2,1,0,1,0,1,1,1,2,0,3,1,2,1,2,1,4,10,13,13
"424",1,1,0,16,1,0,0,0,0,0,1,1,3,1,0,1,0,0,1,2,1,0,4,3,3,1,3,5,11,10,11,11
"425",1,1,0,16,0,0,0,1,0,0,1,2,2,1,0,1,0,1,0,2,2,0,4,4,4,1,1,5,0,12,12,12
"426",1,1,0,15,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,4,1,3,1,1,2,6,10,10,10
"427",1,1,0,15,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0,2,1,0,5,4,4,2,3,5,4,10,10,11
"428",1,1,0,16,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,2,0,4,5,2,1,2,5,0,16,17,17
"429",1,1,0,15,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,1,0,1,3,4,1,1,1,0,6,8,9
"430",1,1,1,16,0,1,0,0,0,0,0,4,4,0,0,1,0,0,0,1,2,0,5,3,2,1,3,2,5,10,11,11
"431",1,1,1,16,1,0,0,1,0,0,0,1,2,1,1,0,0,0,0,1,3,0,4,4,3,1,1,5,0,10,11,11
"432",1,1,0,17,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,1,2,1,4,5,4,1,2,5,0,10,10,10
"433",1,1,0,17,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,5,4,4,2,2,5,0,6,6,7
"434",1,1,0,15,0,0,0,0,0,1,1,4,4,1,0,0,0,0,1,2,1,0,1,5,1,3,5,5,0,13,14,14
"435",1,1,0,16,1,1,0,0,0,0,0,2,2,0,0,0,0,1,1,2,4,0,1,2,1,1,1,1,4,10,9,11
"436",1,1,0,15,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,2,2,0,5,4,3,1,2,4,0,10,10,10
"437",1,1,0,15,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2,1,1,4,4,3,1,2,2,4,6,7,8
"438",1,1,0,16,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,2,1,0,3,2,3,1,2,2,0,12,11,12
"439",1,1,0,17,0,0,0,1,0,0,1,2,3,1,0,1,0,0,0,2,1,0,5,5,5,1,3,3,2,10,11,12
"440",1,1,0,15,0,0,0,1,0,0,1,3,3,1,0,0,0,0,0,2,1,0,4,1,3,1,1,4,0,14,16,16
"441",1,1,1,16,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,2,2,0,5,4,5,4,5,3,0,7,0,0
"442",1,1,1,17,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,2,0,4,4,3,2,4,5,4,8,9,9
"443",1,1,1,15,0,1,1,0,0,0,1,4,1,1,0,1,0,1,0,1,2,0,5,3,4,1,2,2,0,12,13,14
"444",1,1,1,15,0,1,1,0,0,0,1,4,1,1,0,1,0,1,0,1,2,0,5,3,4,1,2,2,7,7,9,8
"445",1,1,1,16,0,0,0,1,0,0,1,3,4,0,0,0,0,0,0,3,2,0,3,4,5,1,2,5,4,9,10,11
"446",1,1,1,15,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,4,2,0,5,4,5,2,4,4,8,7,9,9
"447",1,1,1,15,1,1,0,0,0,0,1,3,3,1,0,1,0,1,0,1,2,0,5,3,3,1,1,5,0,11,11,11
"448",1,1,1,17,0,0,0,1,0,0,1,2,1,0,0,0,0,1,1,3,1,0,5,5,5,5,5,3,8,8,10,9
"449",1,1,0,16,0,0,0,0,0,1,1,4,4,1,0,0,0,1,1,2,3,0,4,2,2,1,1,4,6,16,16,17
"450",1,1,0,15,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,1,0,5,1,2,1,1,1,3,11,13,13
"451",1,1,0,16,0,0,0,1,0,0,1,2,3,1,0,1,0,0,0,3,2,0,4,5,4,1,2,1,2,15,15,15
"452",1,1,1,16,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,2,0,4,3,3,1,1,5,0,10,11,11
"453",1,1,0,16,0,0,0,1,0,0,1,2,2,1,0,1,0,0,0,3,2,0,4,4,5,1,1,4,4,9,10,11
"454",1,1,0,16,1,0,0,1,0,0,1,1,2,0,0,1,0,0,0,1,3,1,1,3,2,1,2,4,0,10,8,8
"455",1,1,0,16,1,0,0,1,0,0,1,1,2,0,0,1,0,0,0,1,3,1,1,3,2,1,2,4,3,9,8,8
"456",1,1,0,15,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,4,4,2,3,3,2,0,9,10,9
"457",1,1,0,16,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,2,0,5,4,3,2,1,2,0,13,14,15
"458",1,1,1,17,0,1,0,0,0,0,1,1,2,1,0,1,0,1,0,1,1,0,5,5,5,5,5,3,4,10,11,11
"459",1,1,0,16,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,4,4,0,4,3,2,1,1,1,0,13,10,13
"460",1,1,0,16,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,4,3,0,4,4,3,1,1,5,2,10,9,10
"461",1,1,0,15,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2,2,0,4,3,3,1,1,2,1,11,10,11
"462",1,1,0,16,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,1,0,4,2,2,4,3,2,0,13,12,14
"463",1,1,0,15,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,2,0,4,2,1,1,2,2,0,13,14,14
"464",1,1,0,15,0,1,0,1,0,0,1,2,2,0,1,1,0,0,0,1,3,0,4,4,3,2,2,5,2,14,11,12
"465",0,1,1,16,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,0,3,4,4,3,4,5,6,11,11,11
"466",1,1,0,18,1,0,0,1,0,0,1,1,2,1,0,1,0,1,1,1,2,1,3,4,4,2,3,5,9,9,8,8
"467",1,1,1,15,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,2,1,0,3,2,3,1,3,4,0,10,9,11
"468",1,1,0,16,0,0,0,1,0,0,1,2,2,1,0,1,0,1,0,3,2,0,5,3,4,1,1,2,1,14,13,14
"469",1,1,1,15,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,3,1,0,4,3,3,1,2,4,1,13,12,13
"470",1,1,1,16,1,0,0,1,0,0,1,4,4,0,0,1,0,1,1,1,2,0,4,3,1,1,1,3,0,13,12,13
"471",1,1,0,15,0,0,0,0,1,0,1,3,3,1,0,1,0,0,1,1,2,0,4,5,4,1,1,1,4,13,12,12
"472",0,1,0,16,0,0,0,0,0,0,1,2,2,0,0,1,0,1,0,2,2,1,4,4,4,2,3,5,2,12,11,12
"473",1,1,0,16,0,1,0,1,0,0,1,2,2,0,0,1,0,1,1,3,1,0,4,3,2,1,1,4,0,14,14,16
"474",1,1,1,16,1,1,0,0,0,0,1,2,1,1,0,1,0,1,0,2,1,0,2,4,3,2,3,4,4,10,8,10
"475",1,1,1,15,0,1,0,0,0,0,1,1,3,1,0,1,0,1,0,3,1,0,4,2,4,3,5,3,2,10,11,11
"476",1,1,0,15,1,0,0,1,0,0,1,2,2,0,0,1,0,1,0,2,3,0,5,3,2,1,1,4,0,12,13,14
"477",0,1,0,16,0,1,0,1,0,0,1,2,1,1,0,1,0,0,1,1,1,0,5,4,3,1,1,5,2,10,8,8
"478",1,1,1,15,1,0,0,0,1,0,1,3,3,1,0,1,0,1,0,2,1,0,4,3,3,2,4,3,11,12,10,11
"479",1,1,0,16,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,2,2,3,3,4,3,1,1,1,0,7,7,8
"480",0,1,0,17,1,0,0,1,0,0,1,2,2,0,0,1,0,1,0,1,1,0,4,5,3,1,1,5,4,9,9,10
"481",1,1,0,19,1,0,0,0,0,0,1,2,3,1,0,0,0,0,1,1,1,1,4,4,4,1,1,2,0,9,9,10
"482",1,1,0,17,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,3,1,0,5,5,3,1,1,3,2,9,10,11
"483",1,1,0,15,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,2,1,0,5,2,1,1,3,4,0,9,10,9
"484",0,1,0,16,0,0,0,1,0,0,1,2,2,1,0,1,0,0,0,3,2,0,3,4,5,1,2,1,1,9,10,11
"485",1,1,0,16,1,1,0,1,0,0,0,2,2,0,0,1,0,0,0,1,1,0,4,3,4,1,2,1,6,7,7,8
"486",0,1,0,17,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,2,2,0,4,3,5,1,2,4,0,11,10,11
"487",1,1,0,16,1,0,0,1,0,0,1,2,2,1,0,1,1,1,0,1,1,1,4,4,3,1,4,3,1,9,10,10
"488",1,1,0,18,0,1,0,1,0,0,0,3,2,0,0,1,0,0,1,2,3,2,3,3,2,1,1,2,6,7,9,10
"489",0,1,0,19,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,3,1,5,3,1,1,1,3,6,7,9,9
"490",1,1,1,18,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,2,1,1,4,4,3,3,4,4,0,8,9,10
"491",1,1,0,18,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,1,1,3,2,3,1,1,2,4,9,11,10
"492",1,1,0,19,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,2,2,1,1,1,4,4,1,1,12,7,8,9
"493",1,1,0,16,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,1,2,0,3,3,2,1,1,3,2,8,10,10
"494",0,1,0,17,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,1,0,2,4,4,3,5,5,5,9,9,10
"495",1,1,0,16,0,1,0,0,0,0,1,1,2,1,0,0,0,1,0,1,2,0,4,4,5,1,3,3,0,8,9,9
"496",0,1,0,16,1,0,0,1,0,0,1,3,3,1,0,0,0,1,1,1,1,0,4,5,4,1,1,4,0,14,13,13
"497",1,1,0,16,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,4,4,4,2,2,4,2,14,14,14
"498",1,1,1,17,1,0,0,0,1,0,1,3,3,0,0,1,1,1,0,2,4,1,5,4,5,3,4,5,0,10,11,10
"499",1,1,0,16,1,0,0,1,0,0,1,2,1,1,0,1,0,1,0,1,2,0,5,3,3,1,1,1,0,14,13,14
"500",1,1,0,16,1,0,0,0,1,0,1,2,2,0,0,1,1,1,1,1,1,0,4,2,5,1,2,5,0,17,16,16
"501",1,1,1,17,1,0,0,1,0,0,1,1,2,1,0,1,0,1,1,1,1,1,5,3,5,5,5,1,12,6,7,7
"502",0,1,1,16,1,1,0,1,0,0,1,4,3,1,0,0,0,1,0,1,1,0,4,2,5,1,5,5,8,14,12,13
"503",1,1,1,17,0,1,0,0,1,0,1,2,2,0,0,1,0,0,0,3,4,1,1,3,5,3,5,3,2,10,8,9
"504",1,1,0,16,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,4,0,2,2,1,1,1,5,0,14,14,14
"505",1,1,0,19,1,1,0,1,0,0,1,2,2,1,0,0,0,0,1,1,3,0,5,4,5,1,1,1,0,12,13,13
"506",0,1,0,17,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2,1,0,4,4,5,1,2,5,0,11,11,11
"507",1,1,0,20,1,0,0,0,0,0,1,3,3,1,0,0,0,1,1,2,2,1,3,3,4,2,4,3,8,11,9,10
"508",1,1,0,17,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,3,0,4,3,3,1,1,3,0,11,11,10
"509",1,1,1,17,0,0,0,1,0,0,1,2,2,1,0,1,0,0,0,3,1,1,4,4,5,1,2,5,0,10,9,9
"510",1,1,0,16,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3,2,0,5,3,2,1,1,1,0,16,17,18
"511",1,1,0,17,0,0,0,1,0,0,1,2,2,0,0,1,0,1,0,2,2,0,5,3,2,1,1,1,0,15,17,17
"512",1,1,0,17,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,2,0,4,4,5,1,1,4,1,11,9,10
"513",0,1,0,18,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,1,4,3,2,1,1,5,9,7,7,7
"514",0,1,0,16,1,0,0,1,0,0,1,3,1,1,0,0,0,1,0,1,1,0,3,1,3,1,3,1,0,8,6,8
"515",1,1,0,16,1,0,0,0,1,0,1,3,2,1,0,0,0,0,0,1,1,0,3,1,3,1,4,3,2,7,6,7
"516",1,1,0,18,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,2,3,5,1,4,3,8,9,8,10
"517",1,1,0,16,0,0,1,0,0,0,1,4,4,1,0,0,0,1,1,1,2,0,4,3,3,2,3,2,0,14,16,16
"518",1,1,0,16,0,1,0,1,0,0,1,1,2,1,0,0,0,1,0,2,1,0,5,4,5,1,4,2,0,14,14,15
"519",1,1,0,18,1,0,0,1,0,0,0,2,4,1,0,1,0,0,0,1,2,1,2,3,2,1,3,1,8,8,5,8
"520",1,1,1,16,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,2,2,0,5,2,1,1,1,2,0,8,7,0
"521",1,1,0,16,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,3,2,0,4,3,2,1,3,5,6,6,8,8
"522",1,1,0,16,0,0,0,0,0,0,1,2,3,1,0,1,0,1,0,2,2,0,3,3,3,1,1,2,0,8,10,10
"523",1,1,0,16,1,0,1,0,0,0,1,4,4,1,0,1,0,0,1,1,2,0,4,3,4,1,2,3,4,8,8,8
"524",1,1,1,18,1,1,0,0,0,0,1,4,4,1,0,1,0,1,1,1,4,0,5,5,5,5,5,5,2,5,6,6
"525",1,1,0,16,0,1,0,0,0,0,1,3,4,0,0,1,0,0,0,3,2,0,4,2,1,1,1,2,2,7,9,8
"526",1,1,1,17,1,1,0,1,0,0,1,4,4,1,0,1,0,0,0,1,3,0,4,4,3,1,2,5,0,15,14,16
"527",1,1,0,17,0,0,0,1,0,0,1,4,1,1,0,0,0,0,1,1,1,0,4,2,3,1,2,5,1,13,14,14
"528",0,1,1,16,1,1,0,0,1,0,1,2,2,0,0,0,0,0,0,4,3,0,5,1,3,2,2,3,0,10,9,10
"529",0,1,0,17,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,1,1,0,5,1,3,1,2,5,5,9,9,9
"530",1,1,0,16,1,1,0,0,1,0,1,4,4,0,0,1,0,0,0,2,1,0,5,1,3,1,2,5,1,11,11,11
"531",0,1,1,17,1,0,0,0,1,0,1,3,3,1,0,1,0,1,0,1,1,0,4,1,4,5,5,3,8,7,10,9
"532",1,1,1,17,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,3,2,0,5,1,3,3,3,1,0,10,10,10
"533",1,1,1,16,1,0,1,0,0,0,1,2,1,1,0,0,0,0,1,2,2,0,4,2,2,1,4,5,2,9,7,8
"534",0,1,0,16,1,1,0,1,0,0,1,2,1,1,0,0,0,0,1,1,2,0,3,2,2,1,1,3,0,14,15,16
"535",0,1,1,16,1,1,0,0,0,1,1,4,4,1,0,1,0,0,0,1,1,0,4,1,2,2,5,5,0,11,12,12
"536",1,1,1,15,0,0,0,1,0,0,1,1,2,0,0,1,0,1,0,3,2,0,5,5,5,1,3,5,11,9,11,10
"537",0,1,1,15,1,1,0,1,0,0,0,2,2,0,0,1,0,1,0,3,4,0,5,4,5,2,3,5,8,13,14,14
"538",1,1,1,15,1,1,0,0,1,0,0,2,1,1,0,0,0,1,0,1,1,0,4,3,3,1,2,5,11,12,13,12
"539",1,1,0,16,0,1,0,1,0,0,1,2,2,0,0,1,0,0,1,1,3,0,4,3,3,2,2,5,2,11,11,11
"540",1,1,0,16,1,1,0,1,0,0,1,4,1,1,0,1,0,1,0,2,2,0,1,2,4,2,2,1,8,9,10,10
"541",1,1,0,17,1,0,0,0,0,0,1,3,2,0,0,0,0,0,1,2,1,0,4,3,3,2,2,1,5,9,11,11
"542",1,1,0,17,0,0,0,1,0,0,1,2,2,0,1,0,1,0,0,2,2,0,5,1,3,1,1,5,0,11,9,11
"543",0,1,0,16,1,0,0,0,0,1,1,4,4,1,0,1,0,0,1,2,3,0,5,3,5,1,4,5,1,10,11,12
"544",1,1,1,17,0,0,1,0,0,0,1,4,4,1,0,0,0,1,1,3,1,3,3,3,3,1,3,5,2,9,9,8
"545",1,1,1,17,0,1,0,1,0,0,1,1,3,0,0,0,0,1,1,2,1,0,5,1,2,3,3,5,2,12,11,12
"546",1,1,1,17,1,0,0,0,1,0,1,3,4,1,0,1,0,1,1,1,2,1,5,4,4,3,4,5,8,8,9,8
"547",1,1,0,17,1,0,1,0,0,0,1,4,4,1,0,1,0,0,0,1,2,0,5,2,5,1,1,5,0,13,15,16
"548",1,1,1,16,0,1,0,1,0,0,1,4,1,1,0,0,0,0,0,1,1,0,4,1,2,2,1,2,0,10,11,11
"549",0,1,0,17,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,4,5,5,1,2,3,2,11,10,11
"550",0,1,0,17,0,0,0,1,0,0,1,4,2,1,1,1,0,0,0,2,2,0,4,3,3,2,3,5,0,17,18,18
"551",1,1,1,16,1,1,0,1,0,0,0,2,2,1,0,1,0,0,1,2,2,0,4,1,2,2,2,5,0,12,13,13
"552",1,1,1,17,1,0,0,1,0,0,1,3,2,1,0,1,1,0,0,2,2,0,4,1,2,2,2,1,0,13,14,13
"553",1,1,1,19,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,2,2,4,4,3,3,4,4,2,9,9,10
"554",1,1,1,17,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4,1,2,1,1,5,4,11,11,12
"555",0,1,0,17,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2,1,0,3,5,5,2,2,4,3,10,11,10
"556",0,1,0,16,0,0,0,1,0,0,1,1,2,1,1,1,0,0,1,1,3,0,4,3,4,1,1,3,5,13,14,13
"557",1,1,1,16,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,4,4,4,2,4,5,4,9,10,11
"558",0,1,0,17,0,0,0,1,0,0,1,3,1,1,0,1,0,1,1,2,2,3,5,4,4,1,1,5,2,7,9,10
"559",1,1,1,17,0,0,0,1,0,0,1,2,2,0,0,0,0,1,1,2,1,0,5,5,5,3,5,5,0,8,13,10
"560",1,1,1,18,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,1,4,3,2,1,1,4,0,12,12,13
"561",1,1,1,17,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,2,1,0,4,5,5,1,3,2,0,10,9,10
"562",1,1,1,18,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,2,0,4,3,3,1,4,5,6,10,9,10
"563",1,1,0,16,0,1,0,1,0,0,1,2,2,0,0,0,0,1,1,1,2,0,5,4,3,1,1,1,0,11,13,12
"564",1,1,1,17,1,0,0,1,0,0,1,2,2,0,0,0,0,1,1,1,1,1,1,2,1,2,3,5,0,7,0,0
"565",1,1,1,16,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,2,1,0,4,5,5,2,3,5,2,11,9,10
"566",1,1,1,16,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,2,1,0,4,5,5,2,4,5,0,10,10,9
"567",1,1,1,18,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,2,1,1,5,3,3,2,3,5,2,9,7,9
"568",1,1,1,18,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,1,1,1,2,3,1,2,2,5,0,4,0,0
"569",0,1,1,19,1,0,0,0,0,0,1,3,2,0,0,0,0,1,0,2,1,3,3,2,1,1,1,3,4,6,11,9
"570",1,1,1,18,1,0,0,0,0,0,1,3,3,1,0,1,0,1,0,1,2,2,4,4,5,1,3,3,9,4,8,8
"571",0,1,1,16,0,0,0,0,1,0,1,2,2,1,0,1,0,1,1,2,1,0,5,4,3,2,4,4,6,7,8,8
"572",1,1,1,19,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,1,3,4,4,3,1,3,5,4,8,9,9
"573",1,1,0,16,1,0,0,0,1,0,0,3,2,0,0,1,0,1,1,2,2,2,2,5,5,1,1,1,8,5,5,7
"574",1,1,0,17,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,4,3,2,1,2,5,9,7,9,10
"575",1,1,1,20,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,2,1,1,4,4,3,2,4,4,12,8,11,10
"576",1,1,0,18,0,0,0,0,1,0,0,4,3,1,0,1,0,0,0,1,1,0,5,4,4,3,4,2,8,10,11,10
"577",1,1,1,18,0,0,0,1,0,0,1,3,2,1,0,1,0,0,0,2,1,0,2,5,5,5,5,5,8,9,10,11
"578",1,1,1,19,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,3,2,1,5,4,4,3,3,2,8,10,9,11
"579",1,1,1,17,1,0,1,0,0,0,1,3,3,1,0,1,0,0,0,2,2,1,4,5,4,2,3,3,4,8,9,10
"580",1,1,1,18,1,1,0,0,0,0,1,1,3,1,0,0,0,0,1,1,1,0,4,3,3,2,3,3,0,9,10,9
"581",0,1,1,19,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,3,1,1,4,4,4,3,3,5,4,8,9,10
"582",1,1,0,18,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,2,2,4,3,3,1,1,5,2,6,8,8
"583",1,1,0,19,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,4,4,1,1,5,0,6,8,7
"584",0,1,0,18,0,0,0,1,0,0,1,2,2,1,0,0,0,0,1,2,1,1,5,5,5,1,1,3,0,8,6,0
"585",1,1,0,17,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,4,4,3,1,1,5,0,10,11,11
"586",0,1,0,17,0,1,0,1,0,0,0,3,1,0,0,1,1,0,0,2,3,0,4,2,3,2,2,3,5,8,7,8
"587",1,1,0,17,1,0,0,0,0,1,1,4,2,1,1,1,0,1,0,1,2,0,5,5,5,1,3,5,0,8,8,0
"588",1,1,0,18,0,1,0,0,1,0,1,2,2,1,0,1,0,1,0,1,2,1,2,3,3,1,2,4,3,7,6,8
"589",1,1,0,17,1,0,1,0,0,0,1,4,1,0,0,1,0,0,1,1,1,0,3,2,2,1,1,5,0,8,10,9
"590",1,1,0,17,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,5,5,1,1,1,3,0,7,10,10
"591",1,1,0,18,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,2,2,3,4,4,2,2,5,3,7,8,7
"592",1,1,0,18,1,0,0,0,1,0,1,2,2,1,0,0,0,1,0,2,2,0,4,3,5,1,1,1,2,12,13,14
"593",1,1,0,17,1,0,0,0,1,0,1,3,3,1,0,1,0,0,0,2,1,0,4,4,3,1,1,4,0,11,12,13
"594",0,1,0,18,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,0,4,4,3,1,2,4,0,12,13,14
"595",0,1,0,18,1,0,0,0,0,1,1,4,4,1,0,0,0,1,0,2,2,0,4,3,5,1,2,1,0,18,18,18
"596",1,1,1,18,1,1,0,0,1,0,1,4,4,1,0,1,0,1,0,1,1,0,5,4,5,1,1,5,3,17,17,17
"597",0,1,0,17,1,0,0,1,0,0,1,4,2,1,0,1,0,0,0,2,2,0,4,3,3,1,2,4,0,17,18,18
"598",1,1,0,18,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,3,2,1,4,3,3,1,1,4,0,9,0,0
"599",1,1,1,18,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,2,1,0,4,1,4,5,5,1,8,10,11,11
"600",0,1,1,18,0,0,0,0,0,0,1,4,4,1,0,1,1,1,1,3,1,0,2,5,5,1,1,1,5,12,13,14
"601",1,1,1,17,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,4,2,3,3,4,4,4,12,13,14
"602",1,1,0,18,1,0,0,1,0,0,1,2,2,1,0,1,0,0,1,2,2,0,1,3,1,1,1,2,4,8,8,10
"603",0,1,0,18,1,1,0,0,1,0,1,2,2,1,0,0,0,0,1,2,3,0,5,4,5,1,4,3,0,11,12,13
"604",1,1,0,18,0,1,0,0,0,1,0,4,2,1,0,0,0,1,1,1,2,0,5,3,1,1,1,5,0,5,0,0
"605",1,1,0,18,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,1,4,4,2,1,2,2,2,9,10,10
"606",1,1,0,19,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,5,5,5,2,3,2,0,5,0,0
"607",1,1,0,17,1,0,0,0,0,1,1,4,2,1,0,0,0,0,1,2,4,0,4,2,3,3,1,5,0,18,18,18
"608",0,1,0,17,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,2,2,0,5,3,3,1,2,2,5,11,11,12
"609",0,1,0,18,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,5,2,3,1,2,3,2,8,10,11
"610",1,1,0,18,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,2,2,0,4,1,1,1,1,4,0,11,11,12
"611",0,1,0,19,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,2,3,3,5,4,1,4,1,0,8,0,0
"612",1,1,0,18,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,2,3,0,4,2,1,1,1,4,5,14,14,15
"613",1,1,1,17,0,0,0,0,1,0,1,4,3,1,0,1,1,1,1,2,2,1,4,5,5,1,3,2,4,10,11,11
"614",0,1,0,18,1,0,0,0,1,0,1,3,3,0,0,1,0,0,1,1,2,0,5,3,4,1,1,5,0,10,10,10
"615",1,1,0,17,0,0,0,0,0,1,1,4,4,1,0,1,1,1,0,2,2,0,4,3,3,1,2,5,2,12,12,12
"616",1,1,0,17,1,1,0,0,1,0,0,3,2,0,0,0,0,0,1,2,2,0,1,2,3,1,2,5,0,15,14,15
